question_number,question,code,source,tables,text_for_embedding,curl,timestamp,answer
5,Tổng kế hoạch doanh thu sản phẩm dịch vụ (spdv) theo từng quý trong năm 2025 là bao nhiêu?,"{""measures"":[""finance_product_revenue_plan.total_plan_target_amount""],""timeDimensions"":[{""dimension"":""finance_product_revenue_plan.plan_date"",""granularity"":""quarter"",""dateRange"":[""2025-01-01"",""2025-12-31""]}]}",biz,"[""finance_product_revenue_plan""]",Tổng kế hoạch doanh thu theo từng quý trong năm 2025 là bao nhiêu?,,,
6,Tổng kế hoạch doanh thu sản phẩm dịch vụ (spdv) theo từng nhóm sản phẩm trong năm 2025 là bao nhiêu?,"{""measures"":[""finance_product_revenue_plan.total_plan_target_amount""],""dimensions"":[""finance_product_revenue_plan.product_group""],""timeDimensions"":[{""dimension"":""finance_product_revenue_plan.plan_date"",""dateRange"":[""2025-01-01"",""2025-12-31""]}]}",biz,"[""finance_product_revenue_plan""]",Tổng kế hoạch doanh thu theo từng nhóm sản phẩm trong năm 2025 là bao nhiêu?,,,
7,Tổng kế hoạch doanh thu sản phẩm dịch vụ (spdv) MUST theo từng nhóm sản phẩm trong năm 2025 là bao nhiêu?,"{""measures"":[""finance_product_revenue_plan.total_plan_must_amount""],""dimensions"":[""finance_product_revenue_plan.product_group""],""timeDimensions"":[{""dimension"":""finance_product_revenue_plan.plan_date"",""dateRange"":[""2025-01-01"",""2025-12-31""]}]}",biz,"[""finance_product_revenue_plan""]",Tổng kế hoạch doanh thu MUST theo từng nhóm sản phẩm trong năm 2025 là bao nhiêu?,,,
8,Tổng kế hoạch doanh thu sản phẩm dịch vụ (spdv) NICE theo từng nhóm sản phẩm trong năm 2025 là bao nhiêu?,"{""measures"":[""finance_product_revenue_plan.total_plan_nice_amount""],""dimensions"":[""finance_product_revenue_plan.product_group""],""timeDimensions"":[{""dimension"":""finance_product_revenue_plan.plan_date"",""dateRange"":[""2025-01-01"",""2025-12-31""]}]}",biz,"[""finance_product_revenue_plan""]",Tổng kế hoạch doanh thu NICE theo từng nhóm sản phẩm trong năm 2025 là bao nhiêu?,,,
9,Sản phẩm nào có tổng kế hoạch doanh thu sản phẩm dịch vụ (spdv) (MUST + NICE) cao nhất trong năm 2025?,"{""measures"":[""finance_product_revenue_plan.total_plan_target_amount""],""dimensions"":[""finance_product_revenue_plan.product_name""],""timeDimensions"":[{""dimension"":""finance_product_revenue_plan.plan_date"",""dateRange"":[""2025-01-01"",""2025-12-31""]}],""order"":{""finance_product_revenue_plan.total_plan_target_amount"":""desc""},""limit"":1}",biz,"[""finance_product_revenue_plan""]",Sản phẩm nào có tổng kế hoạch doanh thu (MUST + NICE) cao nhất trong năm 2025?,,,
10,Top 5 sản phẩm có kế hoạch doanh thu sản phẩm dịch vụ (spdv) MUST cao nhất trong năm 2025 là những sản phẩm nào?,"{""measures"":[""finance_product_revenue_plan.total_plan_must_amount""],""dimensions"":[""finance_product_revenue_plan.product_name""],""timeDimensions"":[{""dimension"":""finance_product_revenue_plan.plan_date"",""dateRange"":[""2025-01-01"",""2025-12-31""]}],""order"":{""finance_product_revenue_plan.total_plan_must_amount"":""desc""},""limit"":5}",biz,"[""finance_product_revenue_plan""]",Top 5 sản phẩm có kế hoạch doanh thu MUST cao nhất trong năm 2025 là những sản phẩm nào?,,,
11,Top 5 sản phẩm có kế hoạch doanh thu sản phẩm dịch vụ (spdv) NICE cao nhất trong năm 2025 là những sản phẩm nào?,"{""measures"":[""finance_product_revenue_plan.total_plan_nice_amount""],""dimensions"":[""finance_product_revenue_plan.product_name""],""timeDimensions"":[{""dimension"":""finance_product_revenue_plan.plan_date"",""dateRange"":[""2025-01-01"",""2025-12-31""]}],""order"":{""finance_product_revenue_plan.total_plan_nice_amount"":""desc""},""limit"":5}",biz,"[""finance_product_revenue_plan""]",Top 5 sản phẩm có kế hoạch doanh thu NICE cao nhất trong năm 2025 là những sản phẩm nào?,,,
12,Nhóm sản phẩm nào có tổng kế hoạch doanh thu sản phẩm dịch vụ (spdv) cao nhất trong năm 2025?,"{""measures"":[""finance_product_revenue_plan.total_plan_target_amount""],""dimensions"":[""finance_product_revenue_plan.product_group""],""timeDimensions"":[{""dimension"":""finance_product_revenue_plan.plan_date"",""dateRange"":[""2025-01-01"",""2025-12-31""]}],""order"":{""finance_product_revenue_plan.total_plan_target_amount"":""desc""},""limit"":1}",biz,"[""finance_product_revenue_plan""]",Nhóm sản phẩm nào có tổng kế hoạch doanh thu cao nhất trong năm 2025?,,,
,,,,,,,,
,,,,,,,,
15,Giá trị kế hoạch sản phẩm dịch vụ (spdv) MUST trung bình theo từng nhóm sản phẩm trong năm 2025 là bao nhiêu?,"{""measures"":[""finance_product_revenue_plan.avg_plan_must_amount""],""dimensions"":[""finance_product_revenue_plan.product_group""],""timeDimensions"":[{""dimension"":""finance_product_revenue_plan.plan_date"",""dateRange"":[""2025-01-01"",""2025-12-31""]}]}",biz,"[""finance_product_revenue_plan""]",Giá trị kế hoạch MUST trung bình theo từng nhóm sản phẩm trong năm 2025 là bao nhiêu?,,,
16,Giá trị kế hoạch sản phẩm dịch vụ (spdv) NICE trung bình theo từng nhóm sản phẩm trong năm 2025 là bao nhiêu?,"{""measures"":[""finance_product_revenue_plan.avg_plan_nice_amount""],""dimensions"":[""finance_product_revenue_plan.product_group""],""timeDimensions"":[{""dimension"":""finance_product_revenue_plan.plan_date"",""dateRange"":[""2025-01-01"",""2025-12-31""]}]}",biz,"[""finance_product_revenue_plan""]",Giá trị kế hoạch NICE trung bình theo từng nhóm sản phẩm trong năm 2025 là bao nhiêu?,,,
17,Phân bố tổng kế hoạch sản phẩm dịch vụ (spdv) MUST theo các bucket giá trị là như thế nào?,"{""measures"":[""finance_product_revenue_plan.total_plan_must_amount""],""dimensions"":[""finance_product_revenue_plan.plan_must_bucket""]}",biz,"[""finance_product_revenue_plan""]",Phân bố tổng kế hoạch MUST theo các bucket giá trị là như thế nào?,,,
18,Phân bố tổng kế hoạch sản phẩm dịch vụ (spdv) NICE theo các bucket giá trị là như thế nào?,"{""measures"":[""finance_product_revenue_plan.total_plan_nice_amount""],""dimensions"":[""finance_product_revenue_plan.plan_nice_bucket""]}",biz,"[""finance_product_revenue_plan""]",Phân bố tổng kế hoạch NICE theo các bucket giá trị là như thế nào?,,,
19,Có bao nhiêu bản ghi kế hoạch doanh thu sản phẩm dịch vụ (spdv) theo sản phẩm trong hệ thống?,"{""measures"":[""finance_product_revenue_plan.number_of_plan_record_count""]}",biz,"[""finance_product_revenue_plan""]",Có bao nhiêu bản ghi kế hoạch doanh thu theo sản phẩm trong hệ thống?,,,
20,Tổng kế hoạch doanh thu sản phẩm dịch vụ (spdv) MUST và NICE theo từng sản phẩm trong năm 2025 là bao nhiêu?,"{""measures"":[""finance_product_revenue_plan.total_plan_must_amount"",""finance_product_revenue_plan.total_plan_nice_amount""],""dimensions"":[""finance_product_revenue_plan.product_name""],""timeDimensions"":[{""dimension"":""finance_product_revenue_plan.plan_date"",""dateRange"":[""2025-01-01"",""2025-12-31""]}]}",biz,"[""finance_product_revenue_plan""]",Tổng kế hoạch doanh thu MUST và NICE theo từng sản phẩm trong năm 2025 là bao nhiêu?,,,
21,Tổng kế hoạch doanh thu sản phẩm dịch vụ (SPDV) theo từng tháng trong năm 2025 là bao nhiêu?,"{""measures"":[""finance_product_revenue_plan.total_plan_target_amount""],""timeDimensions"":[{""dimension"":""finance_product_revenue_plan.plan_date"",""granularity"":""month"",""dateRange"":[""2025-01-01"",""2025-12-31""]}]}",biz,"[""finance_product_revenue_plan""]",Tổng kế hoạch doanh thu sản phẩm dịch vụ (SPDV) theo từng tháng trong năm 2025 là bao nhiêu?,,,
22,Tổng kế hoạch doanh thu SPDV MUST theo từng quý trong năm 2025 là bao nhiêu?,"{""measures"":[""finance_product_revenue_plan.total_plan_must_amount""],""timeDimensions"":[{""dimension"":""finance_product_revenue_plan.plan_date"",""granularity"":""quarter"",""dateRange"":[""2025-01-01"",""2025-12-31""]}]}",biz,"[""finance_product_revenue_plan""]",Tổng kế hoạch doanh thu SPDV MUST theo từng quý trong năm 2025 là bao nhiêu?,,,
23,Tổng kế hoạch doanh thu SPDV NICE theo từng quý trong năm 2025 là bao nhiêu?,"{""measures"":[""finance_product_revenue_plan.total_plan_nice_amount""],""timeDimensions"":[{""dimension"":""finance_product_revenue_plan.plan_date"",""granularity"":""quarter"",""dateRange"":[""2025-01-01"",""2025-12-31""]}]}",biz,"[""finance_product_revenue_plan""]",Tổng kế hoạch doanh thu SPDV NICE theo từng quý trong năm 2025 là bao nhiêu?,,,
,,,,,,,,
25,Sản phẩm nào có tổng kế hoạch doanh thu SPDV cao nhất trong năm 2025?,"{""measures"":[""finance_product_revenue_plan.total_plan_target_amount""],""dimensions"":[""finance_product_revenue_plan.product_name""],""timeDimensions"":[{""dimension"":""finance_product_revenue_plan.plan_date"",""dateRange"":[""2025-01-01"",""2025-12-31""]}],""order"":{""finance_product_revenue_plan.total_plan_target_amount"":""desc""},""limit"":1}",biz,"[""finance_product_revenue_plan""]",Sản phẩm nào có tổng kế hoạch doanh thu SPDV cao nhất trong năm 2025?,,,
26,Top 10 sản phẩm có tổng kế hoạch doanh thu SPDV cao nhất trong năm 2025 là những sản phẩm nào?,"{""measures"":[""finance_product_revenue_plan.total_plan_target_amount""],""dimensions"":[""finance_product_revenue_plan.product_name""],""timeDimensions"":[{""dimension"":""finance_product_revenue_plan.plan_date"",""dateRange"":[""2025-01-01"",""2025-12-31""]}],""order"":{""finance_product_revenue_plan.total_plan_target_amount"":""desc""},""limit"":10}",biz,"[""finance_product_revenue_plan""]",Top 10 sản phẩm có tổng kế hoạch doanh thu SPDV cao nhất trong năm 2025 là những sản phẩm nào?,,,
27,Top 5 nhóm sản phẩm có tổng kế hoạch doanh thu SPDV cao nhất trong năm 2025 là những nhóm nào?,"{""measures"":[""finance_product_revenue_plan.total_plan_target_amount""],""dimensions"":[""finance_product_revenue_plan.product_group""],""timeDimensions"":[{""dimension"":""finance_product_revenue_plan.plan_date"",""dateRange"":[""2025-01-01"",""2025-12-31""]}],""order"":{""finance_product_revenue_plan.total_plan_target_amount"":""desc""},""limit"":5}",biz,"[""finance_product_revenue_plan""]",Top 5 nhóm sản phẩm có tổng kế hoạch doanh thu SPDV cao nhất trong năm 2025 là những nhóm nào?,,,
28,Phân bố tổng kế hoạch doanh thu SPDV MUST theo các bucket giá trị là như thế nào?,"{""measures"":[""finance_product_revenue_plan.total_plan_must_amount""],""dimensions"":[""finance_product_revenue_plan.plan_must_bucket""]}",biz,"[""finance_product_revenue_plan""]",Phân bố tổng kế hoạch doanh thu SPDV MUST theo các bucket giá trị là như thế nào?,,,
29,Phân bố tổng kế hoạch doanh thu SPDV NICE theo các bucket giá trị là như thế nào?,"{""measures"":[""finance_product_revenue_plan.total_plan_nice_amount""],""dimensions"":[""finance_product_revenue_plan.plan_nice_bucket""]}",biz,"[""finance_product_revenue_plan""]",Phân bố tổng kế hoạch doanh thu SPDV NICE theo các bucket giá trị là như thế nào?,,,
30,Có bao nhiêu bản ghi kế hoạch doanh thu SPDV trong hệ thống?,"{""measures"":[""finance_product_revenue_plan.number_of_plan_record_count""]}",biz,"[""finance_product_revenue_plan""]",Có bao nhiêu bản ghi kế hoạch doanh thu SPDV trong hệ thống?,,,
31,Giá trị kế hoạch doanh thu SPDV MUST lớn nhất trong năm 2025 là bao nhiêu?,"{""measures"":[""finance_product_revenue_plan.max_plan_must_amount""],""timeDimensions"":[{""dimension"":""finance_product_revenue_plan.plan_date"",""dateRange"":[""2025-01-01"",""2025-12-31""]}]}",biz,"[""finance_product_revenue_plan""]",Giá trị kế hoạch doanh thu SPDV MUST lớn nhất trong năm 2025 là bao nhiêu?,,,
32,Giá trị kế hoạch doanh thu SPDV NICE lớn nhất trong năm 2025 là bao nhiêu?,"{""measures"":[""finance_product_revenue_plan.max_plan_nice_amount""],""timeDimensions"":[{""dimension"":""finance_product_revenue_plan.plan_date"",""dateRange"":[""2025-01-01"",""2025-12-31""]}]}",biz,"[""finance_product_revenue_plan""]",Giá trị kế hoạch doanh thu SPDV NICE lớn nhất trong năm 2025 là bao nhiêu?,,,
